Row ID|Order ID|Order Date|Ship Date|Ship Mode|Customer ID|Customer Name|Segment|Country|City|State|Postal Code|Region|Product ID|Category|Sub-Category|Product Name|Sales|Quantity|Discount|Profit
2958|CA-2019-168900|2019-05-04|2019-05-09|Standard Class|SH-20395|Shahid Hopkins|Consumer|United States|Springfield|Ohio|45503|East|OFF-BI-10003910|Office Supplies|Binders|DXL Angle-View Binders with Locking Rings by Samsill|2.3130|1|0.70|-1.9275000000000000
2959|CA-2017-158456|2017-12-24|2017-12-29|Standard Class|KT-16465|Kean Takahito|Consumer|United States|Los Angeles|California|90032|West|OFF-BI-10001097|Office Supplies|Binders|Avery Hole Reinforcements|19.9360|4|0.20|7.2268000000000000
2960|CA-2017-158456|2017-12-24|2017-12-29|Standard Class|KT-16465|Kean Takahito|Consumer|United States|Los Angeles|California|90032|West|OFF-FA-10004854|Office Supplies|Fasteners|Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box|45.9200|4|0.00|21.5824000000000000
2961|CA-2019-143665|2019-04-26|2019-05-01|Standard Class|PO-19180|Philisse Overcash|Home Office|United States|Seattle|Washington|98115|West|OFF-PA-10003673|Office Supplies|Paper|Strathmore Photo Mount Cards|20.3400|3|0.00|9.3564000000000000
2962|CA-2019-143665|2019-04-26|2019-05-01|Standard Class|PO-19180|Philisse Overcash|Home Office|United States|Seattle|Washington|98115|West|OFF-LA-10002034|Office Supplies|Labels|Avery 478|39.2800|8|0.00|19.2472000000000000
2963|CA-2019-137428|2019-12-16|2019-12-21|Second Class|AY-10555|Andy Yotov|Corporate|United States|Oceanside|California|92054|West|FUR-CH-10002774|Furniture|Chairs|Global Deluxe Stacking Chair, Gray|81.5680|2|0.20|9.1764000000000000
2964|CA-2019-137428|2019-12-16|2019-12-21|Second Class|AY-10555|Andy Yotov|Corporate|United States|Oceanside|California|92054|West|FUR-CH-10003817|Furniture|Chairs|Global Value Steno Chair, Gray|97.1840|2|0.20|6.0740000000000000
2965|CA-2019-137428|2019-12-16|2019-12-21|Second Class|AY-10555|Andy Yotov|Corporate|United States|Oceanside|California|92054|West|OFF-BI-10002949|Office Supplies|Binders|Prestige Round Ring Binders|24.3200|5|0.20|8.2080000000000000
2966|CA-2019-137428|2019-12-16|2019-12-21|Second Class|AY-10555|Andy Yotov|Corporate|United States|Oceanside|California|92054|West|FUR-FU-10002445|Furniture|Furnishings|DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7|18.9600|2|0.00|7.5840000000000000
2967|CA-2016-162866|2016-12-27|2016-12-31|Standard Class|Co-12640|Corey-Lock|Consumer|United States|Skokie|Illinois|60076|Central|FUR-FU-10001473|Furniture|Furnishings|DAX Wood Document Frame|32.9520|6|0.60|-19.7712000000000000
2968|CA-2016-162866|2016-12-27|2016-12-31|Standard Class|Co-12640|Corey-Lock|Consumer|United States|Skokie|Illinois|60076|Central|OFF-ST-10002562|Office Supplies|Storage|Staple magnet|30.0160|4|0.20|3.0016000000000000
2969|CA-2019-167941|2019-11-06|2019-11-09|Second Class|JF-15565|Jill Fjeld|Consumer|United States|Fayetteville|North Carolina|28314|South|OFF-AP-10002118|Office Supplies|Appliances|1.7 Cubic Foot Compact "Cube" Office Refrigerators|499.5840|3|0.20|43.7136000000000000
2970|CA-2019-167941|2019-11-06|2019-11-09|Second Class|JF-15565|Jill Fjeld|Consumer|United States|Fayetteville|North Carolina|28314|South|OFF-PA-10001800|Office Supplies|Paper|Xerox 220|31.1040|6|0.20|10.8864000000000000
2971|CA-2019-167941|2019-11-06|2019-11-09|Second Class|JF-15565|Jill Fjeld|Consumer|United States|Fayetteville|North Carolina|28314|South|OFF-BI-10002827|Office Supplies|Binders|Avery Durable Poly Binders|13.2720|8|0.70|-10.6176000000000000
2972|CA-2019-167941|2019-11-06|2019-11-09|Second Class|JF-15565|Jill Fjeld|Consumer|United States|Fayetteville|North Carolina|28314|South|FUR-FU-10004671|Furniture|Furnishings|Executive Impressions 12" Wall Clock|28.2720|2|0.20|6.3612000000000000
2973|CA-2019-167941|2019-11-06|2019-11-09|Second Class|JF-15565|Jill Fjeld|Consumer|United States|Fayetteville|North Carolina|28314|South|OFF-ST-10000736|Office Supplies|Storage|Carina Double Wide Media Storage Towers in Natural & Black|259.1360|4|0.20|-51.8272000000000000
2974|CA-2019-111808|2019-12-16|2019-12-20|Standard Class|AR-10510|Andrew Roberts|Consumer|United States|Tulsa|Oklahoma|74133|Central|OFF-BI-10004656|Office Supplies|Binders|Peel & Stick Add-On Corner Pockets|10.8000|5|0.00|5.1840000000000000
2975|CA-2017-137512|2017-05-07|2017-05-12|Standard Class|AG-10675|Anna Gayman|Consumer|United States|Allen|Texas|75002|Central|FUR-TA-10001095|Furniture|Tables|Chromcraft Round Conference Tables|244.0060|2|0.30|-31.3722000000000000
2976|CA-2017-137512|2017-05-07|2017-05-12|Standard Class|AG-10675|Anna Gayman|Consumer|United States|Allen|Texas|75002|Central|OFF-PA-10000213|Office Supplies|Paper|Xerox 198|15.9360|4|0.20|5.3784000000000000
2977|CA-2019-139773|2019-12-04|2019-12-04|Same Day|DV-13045|Darrin Van Huff|Corporate|United States|Philadelphia|Pennsylvania|19143|East|FUR-CH-10001797|Furniture|Chairs|Safco Chair Connectors, 6/Carton|188.5520|7|0.30|-2.6936000000000300
2978|CA-2019-134607|2019-10-03|2019-10-08|Second Class|HL-15040|Hunter Lopez|Consumer|United States|Rochester|New York|14609|East|OFF-ST-10002214|Office Supplies|Storage|X-Rack File for Hanging Folders|22.5800|2|0.00|5.8708000000000000
2979|CA-2016-109232|2016-01-13|2016-01-16|Second Class|ND-18370|Natalie DeCherney|Consumer|United States|Mount Pleasant|South Carolina|29464|South|FUR-CH-10000422|Furniture|Chairs|Global Highback Leather Tilter in Burgundy|545.9400|6|0.00|87.3504000000000000
2980|CA-2017-139850|2017-06-12|2017-06-17|Standard Class|GB-14575|Giulietta Baptist|Consumer|United States|Philadelphia|Pennsylvania|19134|East|OFF-PA-10003848|Office Supplies|Paper|Xerox 1997|20.7360|4|0.20|7.2576000000000000
2981|CA-2017-139850|2017-06-12|2017-06-17|Standard Class|GB-14575|Giulietta Baptist|Consumer|United States|Philadelphia|Pennsylvania|19134|East|FUR-FU-10003623|Furniture|Furnishings|DataProducts Ampli Magnifier Task Lamp, Black,|43.2960|2|0.20|4.3296000000000000
2982|CA-2016-131310|2016-07-12|2016-07-18|Standard Class|CL-12565|Clay Ludtke|Consumer|United States|Seattle|Washington|98115|West|FUR-CH-10001797|Furniture|Chairs|Safco Chair Connectors, 6/Carton|123.1360|4|0.20|13.8528000000000000
2983|CA-2016-131310|2016-07-12|2016-07-18|Standard Class|CL-12565|Clay Ludtke|Consumer|United States|Seattle|Washington|98115|West|OFF-BI-10003094|Office Supplies|Binders|Self-Adhesive Ring Binder Labels|11.2640|4|0.20|3.8016000000000000
2984|US-2016-112872|2016-12-06|2016-12-11|Second Class|RC-19960|Ryan Crowe|Consumer|United States|Springfield|Oregon|97477|West|OFF-ST-10002205|Office Supplies|Storage|File Shuttle I and Handi-File|53.4240|3|0.20|4.6746000000000000
2985|US-2016-112872|2016-12-06|2016-12-11|Second Class|RC-19960|Ryan Crowe|Consumer|United States|Springfield|Oregon|97477|West|FUR-TA-10003238|Furniture|Tables|Chromcraft Bull-Nose Wood 48" x 96" Rectangular Conference Tables|275.4900|1|0.50|-170.8038000000000000
2986|CA-2018-139269|2018-05-25|2018-05-30|Standard Class|JB-16045|Julia Barnett|Home Office|United States|Columbus|Georgia|31907|South|FUR-FU-10000755|Furniture|Furnishings|Eldon Expressions Mahogany Wood Desk Collection|24.9600|4|0.00|6.2400000000000000
2987|CA-2018-139269|2018-05-25|2018-05-30|Standard Class|JB-16045|Julia Barnett|Home Office|United States|Columbus|Georgia|31907|South|OFF-PA-10002893|Office Supplies|Paper|Wirebound Service Call Books, 5 1/2" x 4"|19.3600|2|0.00|9.2928000000000000
2988|CA-2018-139269|2018-05-25|2018-05-30|Standard Class|JB-16045|Julia Barnett|Home Office|United States|Columbus|Georgia|31907|South|OFF-ST-10000689|Office Supplies|Storage|Fellowes Strictly Business Drawer File, Letter/Legal Size|1267.6500|9|0.00|152.1180000000000000
2989|CA-2018-139010|2018-02-21|2018-02-26|Second Class|MC-17635|Matthew Clasen|Corporate|United States|Los Angeles|California|90032|West|TEC-AC-10004227|Technology|Accessories|SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card|12.9900|1|0.00|0.7793999999999990
2990|CA-2018-139010|2018-02-21|2018-02-26|Second Class|MC-17635|Matthew Clasen|Corporate|United States|Los Angeles|California|90032|West|OFF-BI-10000174|Office Supplies|Binders|Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear|18.5600|4|0.20|6.4960000000000000
2991|CA-2018-139010|2018-02-21|2018-02-26|Second Class|MC-17635|Matthew Clasen|Corporate|United States|Los Angeles|California|90032|West|OFF-ST-10001809|Office Supplies|Storage|Fellowes Officeware Wire Shelving|449.1500|5|0.00|8.9829999999999900
2992|CA-2018-139010|2018-02-21|2018-02-26|Second Class|MC-17635|Matthew Clasen|Corporate|United States|Los Angeles|California|90032|West|OFF-BI-10002309|Office Supplies|Binders|Avery Heavy-Duty EZD  Binder With Locking Rings|31.2480|7|0.20|10.9368000000000000
2993|CA-2018-134376|2018-10-02|2018-10-06|Standard Class|TT-21265|Tim Taslimi|Corporate|United States|New York City|New York|10024|East|OFF-AP-10004532|Office Supplies|Appliances|Kensington 6 Outlet Guardian Standard Surge Protector|61.4400|3|0.00|16.5888000000000000
2994|CA-2019-147291|2019-03-11|2019-03-17|Standard Class|MJ-17740|Max Jones|Consumer|United States|Detroit|Michigan|48227|Central|OFF-BI-10003091|Office Supplies|Binders|GBC DocuBind TL200 Manual Binding Machine|895.9200|4|0.00|421.0824000000000000
2995|CA-2018-112893|2018-09-09|2018-09-13|Second Class|AT-10735|Annie Thurman|Consumer|United States|Stockton|California|95207|West|OFF-BI-10004654|Office Supplies|Binders|VariCap6 Expandable Binder|55.3600|4|0.20|18.6840000000000000
2996|US-2016-150532|2016-07-14|2016-07-21|Standard Class|PB-19150|Philip Brown|Consumer|United States|Phoenix|Arizona|85023|West|OFF-ST-10000760|Office Supplies|Storage|Eldon Fold 'N Roll Cart System|55.9200|5|0.20|6.2910000000000000
2997|CA-2016-138317|2016-06-21|2016-06-25|Standard Class|NW-18400|Natalie Webber|Consumer|United States|Philadelphia|Pennsylvania|19120|East|OFF-EN-10001539|Office Supplies|Envelopes|Staple envelope|24.8960|4|0.20|8.4024000000000000
2998|CA-2016-138317|2016-06-21|2016-06-25|Standard Class|NW-18400|Natalie Webber|Consumer|United States|Philadelphia|Pennsylvania|19120|East|FUR-FU-10000550|Furniture|Furnishings|Stacking Trays by OIC|3.9840|1|0.20|0.6474000000000000
2999|CA-2016-138317|2016-06-21|2016-06-25|Standard Class|NW-18400|Natalie Webber|Consumer|United States|Philadelphia|Pennsylvania|19120|East|TEC-AC-10003628|Technology|Accessories|Logitech 910-002974 M325 Wireless Mouse for Web Scrolling|95.9680|4|0.20|28.7904000000000000
3000|CA-2016-138317|2016-06-21|2016-06-25|Standard Class|NW-18400|Natalie Webber|Consumer|United States|Philadelphia|Pennsylvania|19120|East|TEC-MA-10004521|Technology|Machines|Epson Perfection V600 Photo Scanner|206.9910|3|0.70|-172.4925000000000000
3001|CA-2016-138317|2016-06-21|2016-06-25|Standard Class|NW-18400|Natalie Webber|Consumer|United States|Philadelphia|Pennsylvania|19120|East|OFF-AP-10003860|Office Supplies|Appliances|Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection|44.4160|2|0.20|3.8864000000000000
3002|CA-2016-138317|2016-06-21|2016-06-25|Standard Class|NW-18400|Natalie Webber|Consumer|United States|Philadelphia|Pennsylvania|19120|East|OFF-BI-10000069|Office Supplies|Binders|GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb|9.0060|2|0.70|-7.2048000000000000
3003|CA-2017-130610|2017-07-05|2017-07-10|Standard Class|VP-21730|Victor Preis|Home Office|United States|Sterling Heights|Michigan|48310|Central|OFF-BI-10003655|Office Supplies|Binders|Durable Pressboard Binders|19.0000|5|0.00|8.9300000000000000
3004|CA-2019-104381|2019-12-16|2019-12-23|Standard Class|RD-19810|Ross DeVincentis|Home Office|United States|Rochester|New York|14609|East|OFF-BI-10001628|Office Supplies|Binders|Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6" Capacity|33.3760|4|0.20|10.4300000000000000
3005|CA-2018-131499|2018-09-08|2018-09-10|First Class|MG-17875|Michael Grace|Home Office|United States|New York City|New York|10011|East|OFF-AP-10003779|Office Supplies|Appliances|Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection|207.4800|1|0.00|62.2440000000000000
3006|CA-2016-148761|2016-05-17|2016-05-21|Standard Class|PA-19060|Pete Armstrong|Home Office|United States|Eau Claire|Wisconsin|54703|Central|OFF-BI-10000666|Office Supplies|Binders|Surelock Post Binders|91.6800|3|0.00|45.8400000000000000
3007|CA-2019-116519|2019-10-13|2019-10-15|First Class|CR-12730|Craig Reiter|Consumer|United States|New York City|New York|10009|East|OFF-AP-10000828|Office Supplies|Appliances|Avanti 4.4 Cu. Ft. Refrigerator|904.9000|5|0.00|253.3720000000000000
3008|CA-2016-130729|2016-10-24|2016-10-29|Standard Class|AA-10375|Allen Armold|Consumer|United States|Rancho Cucamonga|California|91730|West|OFF-BI-10002706|Office Supplies|Binders|Avery Premier Heavy-Duty Binder with Round Locking Rings|34.2720|3|0.20|11.1384000000000000
3009|CA-2018-124772|2018-12-05|2018-12-06|First Class|JG-15160|James Galang|Consumer|United States|Murray|Kentucky|42071|South|FUR-FU-10004748|Furniture|Furnishings|Howard Miller 16" Diameter Gallery Wall Clock|191.8200|3|0.00|74.8098000000000000
3010|CA-2018-115525|2018-07-25|2018-07-29|Standard Class|RR-19525|Rick Reed|Corporate|United States|Toledo|Ohio|43615|East|OFF-AP-10000026|Office Supplies|Appliances|Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection|243.8800|5|0.20|27.4365000000000000
3011|CA-2019-134845|2019-04-17|2019-04-23|Standard Class|SR-20425|Sharelle Roach|Home Office|United States|Louisville|Colorado|80027|West|OFF-BI-10000773|Office Supplies|Binders|Insertable Tab Post Binder Dividers|12.0300|5|0.70|-9.2230000000000000
3012|CA-2019-134845|2019-04-17|2019-04-23|Standard Class|SR-20425|Sharelle Roach|Home Office|United States|Louisville|Colorado|80027|West|TEC-MA-10000822|Technology|Machines|Lexmark MX611dhe Monochrome Laser Printer|2549.9850|5|0.70|-3399.9800000000000000
3013|CA-2019-134845|2019-04-17|2019-04-23|Standard Class|SR-20425|Sharelle Roach|Home Office|United States|Louisville|Colorado|80027|West|OFF-BI-10001543|Office Supplies|Binders|GBC VeloBinder Manual Binding System|21.5940|2|0.70|-15.8356000000000000
3014|CA-2019-134845|2019-04-17|2019-04-23|Standard Class|SR-20425|Sharelle Roach|Home Office|United States|Louisville|Colorado|80027|West|OFF-BI-10003355|Office Supplies|Binders|Cardinal Holdit Business Card Pockets|8.9640|6|0.70|-6.5736000000000000
3015|CA-2019-134845|2019-04-17|2019-04-23|Standard Class|SR-20425|Sharelle Roach|Home Office|United States|Louisville|Colorado|80027|West|OFF-PA-10002005|Office Supplies|Paper|Xerox 225|20.7360|4|0.20|7.2576000000000000
3016|US-2017-138919|2017-09-17|2017-09-21|Standard Class|LS-16975|Lindsay Shagiari|Home Office|United States|New York City|New York|10035|East|FUR-TA-10004154|Furniture|Tables|Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer|344.2200|2|0.40|-103.2660000000000000
3017|US-2018-160528|2018-08-23|2018-08-30|Standard Class|MH-18115|Mick Hernandez|Home Office|United States|Pharr|Texas|78577|Central|OFF-ST-10002743|Office Supplies|Storage|SAFCO Boltless Steel Shelving|727.2960|8|0.20|-172.7328000000000000
3018|US-2018-160528|2018-08-23|2018-08-30|Standard Class|MH-18115|Mick Hernandez|Home Office|United States|Pharr|Texas|78577|Central|FUR-FU-10004973|Furniture|Furnishings|Flat Face Poster Frame|22.6080|3|0.60|-10.1736000000000000
3019|US-2018-160528|2018-08-23|2018-08-30|Standard Class|MH-18115|Mick Hernandez|Home Office|United States|Pharr|Texas|78577|Central|TEC-AC-10002842|Technology|Accessories|WD My Passport Ultra 2TB Portable External Hard Drive|666.4000|7|0.20|-33.3200000000000000
3020|CA-2017-123568|2017-11-08|2017-11-14|Standard Class|SC-20095|Sanjit Chand|Consumer|United States|West Jordan|Utah|84084|West|OFF-FA-10002701|Office Supplies|Fasteners|Alliance Rubber Bands|5.0400|3|0.00|0.2016000000000000
3021|CA-2017-123568|2017-11-08|2017-11-14|Standard Class|SC-20095|Sanjit Chand|Consumer|United States|West Jordan|Utah|84084|West|OFF-PA-10001125|Office Supplies|Paper|Xerox 1988|92.9400|3|0.00|41.8230000000000000
3022|CA-2017-123568|2017-11-08|2017-11-14|Standard Class|SC-20095|Sanjit Chand|Consumer|United States|West Jordan|Utah|84084|West|FUR-FU-10004090|Furniture|Furnishings|Executive Impressions 14" Contract Wall Clock|66.6900|3|0.00|22.0077000000000000
3023|CA-2017-123568|2017-11-08|2017-11-14|Standard Class|SC-20095|Sanjit Chand|Consumer|United States|West Jordan|Utah|84084|West|OFF-BI-10001510|Office Supplies|Binders|Deluxe Heavy-Duty Vinyl Round Ring Binder|91.6800|5|0.20|28.6500000000000000
3024|CA-2019-124674|2019-11-17|2019-11-23|Standard Class|JB-16000|Joy Bell-|Consumer|United States|Brownsville|Texas|78521|Central|FUR-BO-10002202|Furniture|Bookcases|Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors|327.7328|2|0.32|-14.4588000000000000
3025|CA-2017-164441|2017-11-08|2017-11-13|Standard Class|AC-10450|Amy Cox|Consumer|United States|New York City|New York|10011|East|OFF-BI-10001922|Office Supplies|Binders|Storex Dura Pro Binders|52.2720|11|0.20|17.6418000000000000
3026|CA-2017-164441|2017-11-08|2017-11-13|Standard Class|AC-10450|Amy Cox|Consumer|United States|New York City|New York|10011|East|OFF-PA-10001667|Office Supplies|Paper|Great White Multi-Use Recycled Paper (20Lb. and 84 Bright)|17.9400|3|0.00|8.0730000000000000
3027|CA-2019-169054|2019-04-22|2019-04-26|Standard Class|MO-17800|Meg O'Connel|Home Office|United States|Philadelphia|Pennsylvania|19140|East|FUR-FU-10001488|Furniture|Furnishings|Tenex 46" x 60" Computer Anti-Static Chairmat, Rectangular Shaped|254.3520|3|0.20|0.0000000000000000
3028|CA-2016-106719|2016-08-24|2016-08-24|Same Day|RB-19645|Robert Barroso|Corporate|United States|Billings|Montana|59102|West|OFF-BI-10002799|Office Supplies|Binders|SlimView Poly Binder, 3/8"|8.2880|2|0.20|2.6936000000000000
3029|CA-2019-116855|2019-12-17|2019-12-21|Standard Class|AI-10855|Arianne Irving|Consumer|United States|Chesapeake|Virginia|23320|South|FUR-CH-10003846|Furniture|Chairs|Hon Valutask Swivel Chairs|504.9000|5|0.00|80.7840000000000000
3030|US-2018-164189|2018-03-24|2018-03-28|Standard Class|DR-12880|Dan Reichenbach|Corporate|United States|Gresham|Oregon|97030|West|TEC-PH-10003691|Technology|Phones|BlackBerry Q10|403.1680|4|0.20|25.1980000000000000
3031|CA-2017-168480|2017-09-21|2017-09-27|Standard Class|DM-12955|Dario Medina|Corporate|United States|Lincoln Park|Michigan|48146|Central|FUR-BO-10000468|Furniture|Bookcases|O'Sullivan 2-Shelf Heavy-Duty Bookcases|194.3200|4|0.00|31.0912000000000000
3032|CA-2017-168480|2017-09-21|2017-09-27|Standard Class|DM-12955|Dario Medina|Corporate|United States|Lincoln Park|Michigan|48146|Central|OFF-AR-10001044|Office Supplies|Art|BOSTON Ranger #55 Pencil Sharpener, Black|25.9900|1|0.00|7.5371000000000000
3033|US-2018-114293|2018-11-21|2018-11-26|Standard Class|JH-16180|Justin Hirsh|Consumer|United States|Gresham|Oregon|97030|West|FUR-CH-10003833|Furniture|Chairs|Novimex Fabric Task Chair|195.1360|4|0.20|-12.1960000000000000
3034|CA-2019-134173|2019-09-16|2019-09-21|Standard Class|AB-10060|Adam Bellavance|Home Office|United States|Philadelphia|Pennsylvania|19143|East|OFF-PA-10004355|Office Supplies|Paper|Xerox 231|20.7360|4|0.20|7.2576000000000000
3035|US-2017-123960|2017-06-11|2017-06-16|Standard Class|BD-11605|Brian Dahlen|Consumer|United States|Monroe|Louisiana|71203|South|TEC-AC-10003038|Technology|Accessories|Kingston Digital DataTraveler 16GB USB 2.0|53.7000|6|0.00|10.2030000000000000
3036|US-2017-123960|2017-06-11|2017-06-16|Standard Class|BD-11605|Brian Dahlen|Consumer|United States|Monroe|Louisiana|71203|South|OFF-BI-10002799|Office Supplies|Binders|SlimView Poly Binder, 3/8"|36.2600|7|0.00|16.6796000000000000
3037|US-2017-123960|2017-06-11|2017-06-16|Standard Class|BD-11605|Brian Dahlen|Consumer|United States|Monroe|Louisiana|71203|South|OFF-AR-10003582|Office Supplies|Art|Boston Electric Pencil Sharpener, Model 1818, Charcoal Black|56.3000|2|0.00|15.7640000000000000
3038|US-2017-123960|2017-06-11|2017-06-16|Standard Class|BD-11605|Brian Dahlen|Consumer|United States|Monroe|Louisiana|71203|South|OFF-PA-10004451|Office Supplies|Paper|Xerox 222|32.4000|5|0.00|15.5520000000000000
3039|US-2017-123960|2017-06-11|2017-06-16|Standard Class|BD-11605|Brian Dahlen|Consumer|United States|Monroe|Louisiana|71203|South|FUR-FU-10004666|Furniture|Furnishings|DAX Clear Channel Poster Frame|29.1600|2|0.00|10.7892000000000000
3040|CA-2019-101749|2019-10-03|2019-10-08|Standard Class|AS-10045|Aaron Smayling|Corporate|United States|Pasadena|California|91104|West|FUR-TA-10001520|Furniture|Tables|Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table|171.2880|3|0.20|-6.4233000000000300
3041|US-2018-147991|2018-05-05|2018-05-09|Standard Class|ZD-21925|Zuschuss Donatelli|Consumer|United States|Chattanooga|Tennessee|37421|South|FUR-FU-10004270|Furniture|Furnishings|Eldon Image Series Desk Accessories, Burgundy|16.7200|5|0.20|3.3440000000000000
3042|CA-2019-149559|2019-09-11|2019-09-12|Same Day|KF-16285|Karen Ferguson|Home Office|United States|Long Beach|California|90805|West|OFF-PA-10003172|Office Supplies|Paper|Xerox 1996|12.9600|2|0.00|6.2208000000000000
3043|CA-2019-149559|2019-09-11|2019-09-12|Same Day|KF-16285|Karen Ferguson|Home Office|United States|Long Beach|California|90805|West|OFF-EN-10002312|Office Supplies|Envelopes|#10 Self-Seal White Envelopes|22.1800|2|0.00|10.8682000000000000
3044|CA-2019-149559|2019-09-11|2019-09-12|Same Day|KF-16285|Karen Ferguson|Home Office|United States|Long Beach|California|90805|West|FUR-CH-10002320|Furniture|Chairs|Hon Pagoda Stacking Chairs|2054.2720|8|0.20|256.7840000000000000
3045|CA-2017-135174|2017-04-30|2017-05-02|Second Class|BP-11230|Benjamin Patterson|Consumer|United States|Troy|Ohio|45373|East|TEC-PH-10001530|Technology|Phones|Cisco Unified IP Phone 7945G VoIP phone|1022.9700|5|0.40|-255.7425000000000000
3046|CA-2019-125290|2019-11-06|2019-11-10|Second Class|CC-12430|Chuck Clark|Home Office|United States|Minneapolis|Minnesota|55407|Central|OFF-AR-10001216|Office Supplies|Art|Newell 339|13.9000|5|0.00|3.6140000000000000
3047|CA-2019-125290|2019-11-06|2019-11-10|Second Class|CC-12430|Chuck Clark|Home Office|United States|Minneapolis|Minnesota|55407|Central|OFF-PA-10003127|Office Supplies|Paper|Easy-staple paper|26.3800|1|0.00|12.1348000000000000
3048|CA-2016-137351|2016-09-30|2016-10-04|Standard Class|DB-13615|Doug Bickford|Consumer|United States|Seattle|Washington|98105|West|OFF-BI-10003910|Office Supplies|Binders|DXL Angle-View Binders with Locking Rings by Samsill|43.1760|7|0.20|13.4925000000000000
3049|CA-2019-121419|2019-04-02|2019-04-04|First Class|TC-21475|Tony Chapman|Home Office|United States|Columbus|Georgia|31907|South|FUR-TA-10004534|Furniture|Tables|Bevis 44 x 96 Conference Tables|411.8000|2|0.00|70.0060000000000000
3050|CA-2019-121419|2019-04-02|2019-04-04|First Class|TC-21475|Tony Chapman|Home Office|United States|Columbus|Georgia|31907|South|TEC-AC-10000892|Technology|Accessories|NETGEAR N750 Dual Band Wi-Fi Gigabit Router|360.0000|4|0.00|129.6000000000000000
3051|US-2019-148054|2019-10-06|2019-10-11|Standard Class|NZ-18565|Nick Zandusky|Home Office|United States|Meridian|Idaho|83642|West|FUR-FU-10003247|Furniture|Furnishings|36X48 HARDFLOOR CHAIRMAT|41.9600|2|0.00|2.9372000000000000
3052|US-2019-148054|2019-10-06|2019-10-11|Standard Class|NZ-18565|Nick Zandusky|Home Office|United States|Meridian|Idaho|83642|West|OFF-AP-10004336|Office Supplies|Appliances|Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit|227.8400|4|0.00|66.0736000000000000
3053|US-2019-148054|2019-10-06|2019-10-11|Standard Class|NZ-18565|Nick Zandusky|Home Office|United States|Meridian|Idaho|83642|West|OFF-PA-10001295|Office Supplies|Paper|Computer Printout Paper with Letter-Trim Perforations|37.9400|2|0.00|18.2112000000000000
3054|CA-2018-128517|2018-04-09|2018-04-14|Second Class|SW-20350|Sean Wendt|Home Office|United States|Detroit|Michigan|48227|Central|TEC-PH-10002555|Technology|Phones|Nortel Meridian M5316 Digital phone|517.9000|2|0.00|134.6540000000000000
3055|CA-2018-128517|2018-04-09|2018-04-14|Second Class|SW-20350|Sean Wendt|Home Office|United States|Detroit|Michigan|48227|Central|OFF-BI-10000831|Office Supplies|Binders|Storex Flexible Poly Binders with Double Pockets|5.2800|2|0.00|2.4288000000000000
3056|US-2017-100377|2017-08-28|2017-09-01|Standard Class|TS-21370|Todd Sumrall|Corporate|United States|Chicago|Illinois|60623|Central|TEC-CO-10001046|Technology|Copiers|Canon Imageclass D680 Copier / Fax|2799.9600|5|0.20|874.9875000000000000
3057|CA-2019-131492|2019-10-19|2019-10-24|Second Class|HH-15010|Hilary Holden|Corporate|United States|San Francisco|California|94110|West|OFF-EN-10002973|Office Supplies|Envelopes|Ampad #10 Peel & Seel Holiday Envelopes|8.9600|2|0.00|4.3008000000000000
3058|CA-2019-131492|2019-10-19|2019-10-24|Second Class|HH-15010|Hilary Holden|Corporate|United States|San Francisco|California|94110|West|OFF-LA-10001641|Office Supplies|Labels|Avery 518|31.5000|10|0.00|15.1200000000000000
3059|CA-2019-131492|2019-10-19|2019-10-24|Second Class|HH-15010|Hilary Holden|Corporate|United States|San Francisco|California|94110|West|FUR-FU-10003878|Furniture|Furnishings|Linden 10" Round Wall Clock, Black|30.5600|2|0.00|10.3904000000000000
3060|CA-2019-131492|2019-10-19|2019-10-24|Second Class|HH-15010|Hilary Holden|Corporate|United States|San Francisco|California|94110|West|FUR-TA-10003837|Furniture|Tables|Anderson Hickey Conga Table Tops & Accessories|24.3680|2|0.20|-3.3506000000000000
3061|CA-2018-144554|2018-11-07|2018-11-12|Standard Class|DM-13345|Denise Monton|Corporate|United States|Newark|Ohio|43055|East|TEC-AC-10002800|Technology|Accessories|Plantronics Audio 478 Stereo USB Headset|119.9760|3|0.20|22.4955000000000000
3062|CA-2019-127621|2019-03-03|2019-03-07|Standard Class|RE-19450|Richard Eichhorn|Consumer|United States|Dallas|Texas|75081|Central|OFF-PA-10001307|Office Supplies|Paper|Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad|26.8800|8|0.20|9.7440000000000000
